"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"fi-smart-server-profile","CapabilityStatement.software.id","CapabilityStatement.software.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"fi-smart-server-profile","CapabilityStatement.software.extension","CapabilityStatement.software.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"fi-smart-server-profile","CapabilityStatement.software.modifierExtension","CapabilityStatement.software.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"fi-smart-server-profile","CapabilityStatement.software.name","CapabilityStatement.software.name","","","",1,1,"","","Y","string {[]} {[]}
","A name the software is known by","Name the software is known by.","","","","","","","","","",,,,,"",,,,"CapabilityStatement.software.name",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"fi-smart-server-profile","CapabilityStatement.software.version","CapabilityStatement.software.version","","","",0,1,"","","Y","string {[]} {[]}
","Version covered by this statement","The version identifier for the software covered by this statement.","If possible, a version should be specified, as statements are likely to be different for different versions of software.","","","","","","","","",,,,,"",,,,"CapabilityStatement.software.version",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"fi-smart-server-profile","CapabilityStatement.software.releaseDate","CapabilityStatement.software.releaseDate","","","",0,1,"","","Y","dateTime {[]} {[]}
","Date this version was released","Date this version of the software was released.","","","","","","","","","",,,,,"",,,,"CapabilityStatement.software.releaseDate",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"fi-smart-server-profile","CapabilityStatement.implementation","CapabilityStatement.implementation","","","",0,1,"","","Y","BackboneElement {[]} {[]}
","If this describes a specific instance","Identifies a specific implementation instance that is described by the capability statement - i.e. a particular installation, rather than the capabilities of a software program.","","","","","","","","","",,,,,"",,,,"CapabilityStatement.implementation",0,1,"cpb-2
cpb-15","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"fi-smart-server-profile","CapabilityStatement.implementation.id","CapabilityStatement.implementation.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"fi-smart-server-profile","CapabilityStatement.implementation.extension","CapabilityStatement.implementation.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"fi-smart-server-profile","CapabilityStatement.implementation.modifierExtension","CapabilityStatement.implementation.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"fi-smart-server-profile","CapabilityStatement.implementation.description","CapabilityStatement.implementation.description","","","",1,1,"","","Y","string {[]} {[]}
","Describes this specific instance","Information about the specific installation that this capability statement relates to.","","","","","","","","","",,,,,"",,,,"CapabilityStatement.implementation.description",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"fi-smart-server-profile","CapabilityStatement.implementation.url","CapabilityStatement.implementation.url","","","",0,1,"","","Y","url {[]} {[]}
","Base URL for the installation","An absolute base URL for the implementation.  This forms the base for REST interfaces as well as the mailbox and document interfaces.","","","","","","","","","",,,,,"",,,,"CapabilityStatement.implementation.url",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"fi-smart-server-profile","CapabilityStatement.implementation.custodian","CapabilityStatement.implementation.custodian","","","",0,1,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Organization]]}
","Organization that manages the data","The organization responsible for the management of the instance and oversight of the data on the server at the specified URL.","","","","","","","","","",,,,,"",,,,"CapabilityStatement.implementation.custodian",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"fi-smart-server-profile","CapabilityStatement.fhirVersion","CapabilityStatement.fhirVersion","","","",1,1,"","","Y","code {[]} {[]}
","FHIR Version the system supports","The version of the FHIR specification that this CapabilityStatement describes (which SHALL be the same as the FHIR version of the CapabilityStatement itself). There is no default value.","Servers may implement multiple versions (see [Managing Multiple Versions](http://hl7.org/fhir/R4/versioning.html), and the [$versions](http://hl7.org/fhir/R4/capabilitystatement-operation-versions.html) operation). If they do, and the CapabilityStatement is requested from the server, then this fhirVersion will be either the version requested, or the server's default version.","","","","","","","","",,"required","All published FHIR Versions.","http://hl7.org/fhir/ValueSet/FHIR-version|4.0.1","",,,,"CapabilityStatement.fhirVersion",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"fi-smart-server-profile","CapabilityStatement.format","CapabilityStatement.format","","","",1,*,"","","Y","code {[]} {[]}
","JSON is mandatory","Support for JSON is required, support for XML is recommended.","""xml"", ""json"" and ""ttl"" are allowed, which describe the simple encodings described in the specification (and imply appropriate bundle support). Otherwise, mime types are legal here.","","","","","","","","",,"required","The mime type of an attachment. Any valid mime type is allowed.","http://hl7.org/fhir/ValueSet/mimetypes|4.0.1","","value:$this}
","Slice by value of format.",,"open","CapabilityStatement.format",1,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"fi-smart-server-profile","CapabilityStatement.format:json","CapabilityStatement.format","json","","",1,*,"","","Y","code {[]} {[]}
","formats supported (xml | json | ttl | mime type)","A list of the formats supported by this implementation using their content types.","""xml"", ""json"" and ""ttl"" are allowed, which describe the simple encodings described in the specification (and imply appropriate bundle support). Otherwise, mime types are legal here.","","","","","","","","",,"required","The mime type of an attachment. Any valid mime type is allowed.","http://hl7.org/fhir/ValueSet/mimetypes|4.0.1","",,,,"CapabilityStatement.format",1,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"fi-smart-server-profile","CapabilityStatement.format:json.id","CapabilityStatement.format.id","","","",0,1,"","","","string {[]} {[]}
","xml:id (or equivalent in JSON)","unique id for the element within a resource (for internal references)","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"fi-smart-server-profile","CapabilityStatement.format:json.extension","CapabilityStatement.format.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the resource. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"fi-smart-server-profile","CapabilityStatement.format:json.value","CapabilityStatement.format.value","","","",0,1,"","","","string {[]} {[]}
","Primitive value for code","Primitive value for code","","","","","","<valueString xmlns=""http://hl7.org/fhir"" value=""json""/>","","","",,,,,"",,,,"string.value",0,1,"",""
"fi-smart-server-profile","CapabilityStatement.patchFormat","CapabilityStatement.patchFormat","","","",0,*,"","","Y","code {[]} {[]}
","Patch formats supported","A list of the patch formats supported by this implementation using their content types.","At present, the patch mime types application/json-patch+json and application/xml-patch+xml are legal. Generally, if a server supports PATCH, it would be expected to support the patch formats and match the formats it supports, but this is not always possible or necessary.","","","","","","","","",,"required","The mime type of an attachment. Any valid mime type is allowed.","http://hl7.org/fhir/ValueSet/mimetypes|4.0.1","",,,,"CapabilityStatement.patchFormat",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"fi-smart-server-profile","CapabilityStatement.implementationGuide","CapabilityStatement.implementationGuide","","","",0,*,"","","Y","canonical {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/ImplementationGuide]]}
","Implementation guides supported","A list of implementation guides that the server does (or should) support in their entirety.","","","","","","<valueCanonical xmlns=""http://hl7.org/fhir"" value=""http://hl7.org/fhir/smart-app-launch/ImplementationGuide/hl7.fhir.uv.smart-app-launch""/>","","","",,,,,"",,,,"CapabilityStatement.implementationGuide",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"fi-smart-server-profile","CapabilityStatement.rest","CapabilityStatement.rest","","","",0,*,"","","Y","BackboneElement {[]} {[]}
","If the endpoint is a RESTful one","A definition of the restful capabilities of the solution, if any.","Multiple repetitions allow definition of both client and/or server behaviors or possibly behaviors under different configuration settings (for software or requirements statements).","","","","","","","","",,,,,"",,,,"CapabilityStatement.rest",0,*,"cpb-1
","cpb-9:A given resource can only be described once per RESTful mode. {resource.select(type).isDistinct()}
ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}"
"fi-smart-server-profile","CapabilityStatement.rest.id","CapabilityStatement.rest.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"fi-smart-server-profile","CapabilityStatement.rest.extension","CapabilityStatement.rest.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"fi-smart-server-profile","CapabilityStatement.rest.modifierExtension","CapabilityStatement.rest.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"fi-smart-server-profile","CapabilityStatement.rest.mode","CapabilityStatement.rest.mode","","","",1,1,"","","Y","code {[]} {[]}
","client | server","Identifies whether this portion of the statement is describing the ability to initiate or receive restful operations.","","","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""server""/>","","","",,"required","The mode of a RESTful capability statement.","http://hl7.org/fhir/ValueSet/restful-capability-mode|4.0.1","",,,,"CapabilityStatement.rest.mode",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"fi-smart-server-profile","CapabilityStatement.rest.documentation","CapabilityStatement.rest.documentation","","","",0,1,"","","","markdown {[]} {[]}
","General description of implementation","Information about the system's restful capabilities that apply across all applications, such as security.","","","","","","","","","",,,,,"",,,,"CapabilityStatement.rest.documentation",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"fi-smart-server-profile","CapabilityStatement.rest.security","CapabilityStatement.rest.security","","","",0,1,"","","Y","BackboneElement {[]} {[]}
","Information about security of implementation","Information about security implementation from an interface perspective - what a client needs to know.","","","","","","","","","",,,,,"",,,,"CapabilityStatement.rest.security",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"fi-smart-server-profile","CapabilityStatement.rest.security.id","CapabilityStatement.rest.security.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"fi-smart-server-profile","CapabilityStatement.rest.security.extension","CapabilityStatement.rest.security.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"fi-smart-server-profile","CapabilityStatement.rest.security.modifierExtension","CapabilityStatement.rest.security.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"fi-smart-server-profile","CapabilityStatement.rest.security.cors","CapabilityStatement.rest.security.cors","","","",0,1,"","","Y","boolean {[]} {[]}
","Adds CORS Headers (http://enable-cors.org/)","Server adds CORS headers when responding to requests - this enables Javascript applications to use the server.","The easiest CORS headers to add are Access-Control-Allow-Origin: * & Access-Control-Request-Method: GET, POST, PUT, DELETE. All servers SHOULD support CORS.","","","","","","","","",,,,,"",,,,"CapabilityStatement.rest.security.cors",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"fi-smart-server-profile","CapabilityStatement.rest.security.service","CapabilityStatement.rest.security.service","","","",0,*,"","","Y","CodeableConcept {[]} {[]}
","OAuth | SMART-on-FHIR | NTLM | Basic | Kerberos | Certificates","Types of security services that are supported/required by the system.","","","","","","","","","",,"extensible","Types of security services used with FHIR.","http://hl7.org/fhir/ValueSet/restful-security-service","",,,,"CapabilityStatement.rest.security.service",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"fi-smart-server-profile","CapabilityStatement.rest.security.description","CapabilityStatement.rest.security.description","","","",0,1,"","","","markdown {[]} {[]}
","General description of how security works","General description of how security works.","","","","","","","","","",,,,,"",,,,"CapabilityStatement.rest.security.description",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"fi-smart-server-profile","CapabilityStatement.rest.resource","CapabilityStatement.rest.resource","","","",0,*,"","","Y","BackboneElement {[]} {[]}
","Resource served on the REST interface","A specification of the restful capabilities of the solution for a specific resource type.","Max of one repetition per resource type.","","","","","","","","",,,,,"",,,,"CapabilityStatement.rest.resource",0,*,"","cpb-12:Search parameter names must be unique in the context of a resource. {searchParam.select(name).isDistinct()}
ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}"
"fi-smart-server-profile","CapabilityStatement.rest.resource.id","CapabilityStatement.rest.resource.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"fi-smart-server-profile","CapabilityStatement.rest.resource.extension","CapabilityStatement.rest.resource.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"fi-smart-server-profile","CapabilityStatement.rest.resource.modifierExtension","CapabilityStatement.rest.resource.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"fi-smart-server-profile","CapabilityStatement.rest.resource.type","CapabilityStatement.rest.resource.type","","","",1,1,"","","Y","code {[]} {[]}
","A resource type that is supported","A type of resource exposed via the restful interface.","","","","","","","","","",,"required","One of the resource types defined as part of this version of FHIR.","http://hl7.org/fhir/ValueSet/resource-types|4.0.1","",,,,"CapabilityStatement.rest.resource.type",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"fi-smart-server-profile","CapabilityStatement.rest.resource.profile","CapabilityStatement.rest.resource.profile","","","",0,1,"","","Y","canonical {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/StructureDefinition]]}
","Base System profile for all uses of resource","A specification of the profile that describes the solution's overall support for the resource, including any constraints on cardinality, bindings, lengths or other limitations. See further discussion in [Using Profiles](http://hl7.org/fhir/R4/profiling.html#profile-uses).","The profile applies to all  resources of this type - i.e. it is the superset of what is supported by the system.","","","","","","","","",,,,,"",,,,"CapabilityStatement.rest.resource.profile",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"fi-smart-server-profile","CapabilityStatement.rest.resource.supportedProfile","CapabilityStatement.rest.resource.supportedProfile","","","",0,*,"","","Y","canonical {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/StructureDefinition]]}
","Profiles for use cases supported","A list of profiles that represent different use cases supported by the system. For a server, ""supported by the system"" means the system hosts/produces a set of resources that are conformant to a particular profile, and allows clients that use its services to search using this profile and to find appropriate data. For a client, it means the system will search by this profile and process data according to the guidance implicit in the profile. See further discussion in [Using Profiles](http://hl7.org/fhir/R4/profiling.html#profile-uses).","Supported profiles are different than the profile that applies to a particular resource in .rest.resource.profile. The resource profile is a general statement of what features of the resource are supported overall by the system - the sum total of the facilities it supports. A supported profile is a deeper statement about the functionality of the data and services provided by the server (or used by the client). A typical case is a laboratory system that produces a set of different reports - this is the list of types of data that it publishes. A key aspect of declaring profiles here is the question of how the client converts knowledge that the server publishes this data into working with the data; the client can inspect individual resources to determine whether they conform to a particular profile, but how does it find the ones that do? It does so by searching using the _profile parameter, so any resources listed here must be valid values for the _profile resource (using the identifier in the target profile).","","","","","","","","",,,,,"",,,,"CapabilityStatement.rest.resource.supportedProfile",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"fi-smart-server-profile","CapabilityStatement.rest.resource.documentation","CapabilityStatement.rest.resource.documentation","","","",0,1,"","","","markdown {[]} {[]}
","Additional information about the use of the resource type","Additional information about the resource type used by the system.","","","","","","","","","",,,,,"",,,,"CapabilityStatement.rest.resource.documentation",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"fi-smart-server-profile","CapabilityStatement.rest.resource.interaction","CapabilityStatement.rest.resource.interaction","","","",0,*,"","","","BackboneElement {[]} {[]}
","What operations are supported?","Identifies a restful operation supported by the solution.","In general, a Resource will only appear in a CapabilityStatement if the server actually has some capabilities - e.g. there is at least one interaction supported. However interactions can be omitted to support summarization (_summary = true).","","","","","","","","",,,,,"",,,,"CapabilityStatement.rest.resource.interaction",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"fi-smart-server-profile","CapabilityStatement.rest.resource.interaction.id","CapabilityStatement.rest.resource.interaction.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"fi-smart-server-profile","CapabilityStatement.rest.resource.interaction.extension","CapabilityStatement.rest.resource.interaction.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
